name,id,description,friends,followers,location,tweet,flag
hina ❋ blm,hinalul,hi i'm hina 🇵🇰 ǁ art and esports person ǁ workin at @therevivalgg @penguinsleddin ǁ hazard 💘,116,13832,haruka kanata,VampyrKun actually when they studied the causes of death for this phenomenon suicide was at a low percentage pe,0
₁₃¹³,periculomea,god,273,289,baltimore|wherever,wild 2017 toxic and depressed i was at my best,1
𝓰𝓻𝓪𝓬𝓲𝓮🖤,swazgsus,dancer & sk8r (@RiceGum😌 followed me 7-1-18) #RGS forever #FaZeUp -rip juice💔-,304,222,colorado🌞,it was late and i was all depressed rice wasnt gonna stream cuz no burner post but he really came through and su,0
feather⁷ 🏳️‍🌈 我愿永不安息,feathersenshi,L 🏳️‍🌈 they/them 🏳️‍🌈 X ジェンダー 🏳️‍🌈 Japan 🏳️‍🌈 ENG/日本語 🏳️‍🌈 TGCF (天官赐福) 🏳️‍🌈 my writing: @featherpoet 🏳️‍🌈 icon & banner: Haoliners 💕 天官赐福，百无禁忌,829,55,"Paradise Manor, Ghost City",cw suicideGood thread for context about the unique vitriol of MXTX antis,0
may,ihateCrackerz,I do not exist mind ur business,214,179,,When everything is bad my first instinct is to be suicidal I hate it,1
Pradeepa ದಯವಿಟ್ಟು ಮನೆಯಲ್ಲಿ ಇರಿ,bhandary13,MODI,4999,573,bangalore,She was told in 2019 that there is a closure report I spent 15 hours arguing that abetment of suicide case is no,0
Amiah :),official_amiah,she/her,18,63,"Colorado, USA",seasonal depression but all year,0
Kyle,puckandrally,I play stupid games and win stupid prizes. He/him.,2824,1246,Ohio,It sounds dumb to say hopefully its depression but knowing its a temporarycorrectable state would help I can,0
Alida#VoteThemOut 🆘,palomacreative,Arts #NeverAgain #RuleOfLaw #NotMyPresident #FreeTheKids #FightToSaveDemocracy #Vote #BeAFigther✊🏻#Resistance #Activist #Traidor45 #Biden2020 #MomsFight,9138,9526,United States,Nitro1960 Sick people economic depression treason over 240000 people dead children on concentration camps,0
Nerdy Copywriter,ahmedadelblog,Bilingual freelance direct response copywriter & content translator (En-Ar),578,129,The World,How Fathers Can Cope With Postpartum Depression and AnxietyDisorders,0
bojack stallion❕,memethatlived,"a meme with a dream ⭐️ just here to help, I post memes and jokes and other dumb stuff just trying to spread the loveKanye West of HHT",485,1155,,IDC if Im coming across as narcissistic Im starting to believe in myself just also self aware it will take a lot,0
BAD MOUTH AND PEOPLE DE PARA,depressed_9ja,"COMMUNITY  PEOPLE 

BAD BELLE 📔GOVERNMENT",1,67,"New York, USA",amrxchi davido Davido abeg unlock this door we wan blow too abeg Grammy is coming soon,0
Be Flamazing 🦩,dameyon,"Remote Indig LGBTIQSB Suicide Preventionist | Post Grad Cert Suicidology | Studying M of Suicidology @aisrap | FDR @blkrnbow | Gay | Indig | Darwin, NT 🐊 🌈",2338,11542,mgmt@dameyon.com,Suicide figures show no increase in rate in NSW or Victoria during CovidThere has not been an overall spike in n,0
SinfulChicken,SinfulChicken,,49,3,"British Columbia, Canada",Rarity37853914 mpiatt3 realDonaldTrump Okay guess banning people based on their religion allowing 200k to die,0
Smiley,GDSmiley,♐️,806,138,,njfleming17 Depression and hunger do not work together Fire depression and hunger will start showing up on time,0
Tattooed mummy 😷,Tattooed_Mummy,living with Hereditary Sensor and Motor Neuropathy. (Charcot-marie-tooth) My pronouns are she/her COVID 19 is real😷 Trans people are people🌈 #blacklivesmatter,2271,10320,England,Suicide statistics and trends for the UK and Republic of Ireland,0
News Express,newsexpresslive,"Get Breaking news with latest update and views from India and world. Switch to News Express Online.
https://t.co/c34EJnkfJO",639,5420,,Supreme Court to hear the appeal filed by Republic TV EditorinChief Arnab Goswami today The appeal challenges th,0
✧ Nezuko-chan ✧,HimeNezuko,🔞 NSFW Rp account | 27 yo | Draws sometimes | Multi shipper | (UTC -05:00) Eastern Time @Tanjiro51004650,51,73,Nezuko is aged up,SleepingBreath I ate earlier but it made me feel unwellI dont like crying cause my fam wouldnt really un,0
Eishani Behl,EishaniBehl,#JusticeForSSR |Lawyer | Dancer |Ms Empress Universe State Winner 2018 - India top 5  👑 |Photographer |Travel enthusiast |Loves Fashion & everything aesthetic!,120,162,Somewhere with Dancing space ,I feel Nawab Maliks sting operation by Arnab where he clearly planned on harrasing Arnab and claiming that he will,0
John Haynes ⛰⚖,JohntheLib,16 year old boomer. Eagles and James Taylor fan. Mainline protestant. Modern Liberal. Yellow Dog Appalachiacrat. Loves dogs and stuffed animals. He/Him,3065,679,"Flat Rock, NC",breakinget Socially awkward and depressed,1
Kerri M,KERRioke95,QU Nursing 2017,357,245,,Worked 24 hours in 2 daysI spent a whole day at work So depressing,1
NatureNerd🌒🌕🌘,DallasW99,"Literally just the worst

""Birth is a curse, existence is a prison""",14,6,,I have seasonal depressionIm affected by Winter Spring Summer and Fall,1
Positions is Ariana’s best album,_iAm_Music,I play a lawyer on T.V.,322,421,,My parents being proud of me for accomplishing something that has worsen my depression and anxiety is so funny it makes me cry,1
💔cock💔,1matkid,"I belive in catboy supremacy
Black lives still matter
The number 1 Lupin simp in America",71,8,,MY HOMIE TAKA OUT HERE NOT ACTING HIMSELF NOT HAPPY LIKE HE USUALLY IS AND HE LOOKIN KINDA THIN AND GETTING PALE LI,0
kernel panic,catharsis1917,"It's been a long time,
shouldn't have left you
(without a dope beat to step to)",0,0,,Meet me at the Four Seasons Total Landscaping to do a murdersuicide,0
Catherine,cat8canary,"Instructional Designer, HigherEd Professor, Coach, Mom, Exhausted. #RESIST 🌊",4039,2070,,Students this is our next case study on brand suicide,0
lapis lazuli💙,MCRmy_Veteran,Anime and manga nerd🍥 @paige_anime | MCRmy💀| UWI victim 🙃| 🇯🇲🇯🇲🇯🇲🇯🇲💯,372,218,Mariejois,Sigh mi depressed,0
Ashley,as_young,A girl who gets lost in her thoughts and feelings,1957,1514,"Chicago, Illinois",When youre so depressed you make yourself food but dont end up eating it Instead you just lay in bed and cry,1
♜┊ 𝕆𝕃𝕐𝕄ℙ𝕀𝔸,NYXIEPUFF,"⠀  ________
⠀⠀┊  ┊ ┊
⠀⠀┊  ┊ ✫   𝕥𝕙𝕖𝕪/𝕥𝕙𝕖𝕞 ✦ 𝟚𝟙 ✦ 中文/𝕖𝕟
⠀⠀┊ ⊹ ⋆    𝕞𝕒𝕝𝕓𝕠𝕣𝕠 ✦ 𝕆𝕃𝕐𝕄ℙ𝕀𝔸 𝕟𝕠𝕞𝕚𝕜𝕠𝕤
⠀⠀┊. ⠀ ⠀  𝕟𝕠 𝕞𝕚𝕟𝕠𝕣𝕤 ✦ 𝕢𝕣𝕥",43,15,𑁍┊𝕤𝕙𝕚𝕣𝕠𝕘𝕒𝕟𝕖,wwx has flashbacks that make me depressedl,1
Asphire but Janja,snapperfoxowo,he/him they/them Genderfluid NB!! gay 🏳️‍🌈 Furry/Fluffy🐾 16 vent: @SnapperVent pfp by: @otterloser,572,391,bruh gaming,jayfeatherw I played back in 2015 or 2016 and lost my account and never plan on playing again this game actually m,1
VoyageandSoap,VoyageandSoap,Rediscover Your Wellbeing & Potential Wherever You Are. We help you create daily habits that unlock your potential making you happier and healthier.,344,384,"HQ London, England",Ever wondered how you can feel less anxious depressed and out of kilter Well here we reveal mental healths best,1
🤡🤡🤡,leafyspanda,based schizophrenic 😂😂😂😂 hopped up outta bed turned my swag on,98,1772,nerv,no longer suicidal ty bro,0
Corporate Machiavelli,CorporateMach,"Machiavellianism in the Modern World

55 Essays on website
https://t.co/qNB2BVLMcv

Terminally Ill; mass posting right now.",182,4989,New York,and he was also so nervous about having to appear in court that he chose suicide instead of attending a trial w,0
Everest Albarn 🏳️‍⚧️@ GOT A JOB,OsuVixnmis,"Im Everest, i just am here for fun, i usually just play osu! or chess. Im also a content creator.||Discord admin||13||She/They/Voidself||OSDD-1a||Hispanic 🇲🇽|",2160,347,"Los angeles, Pansexual",cont and picked up OSU towards the end of the same year then hyperfixated on flandre scarlet for half the year a,0
Awexi👻,uwuawexi,can be toxic sometimes so don't take anything personal please.,616,40,he/him,Scottposts AreuMadLoL exactly depression is not god damn real anymore,0
riley 🐘🌷,crocoriles,historian-in-training • 20 • she/her • https://t.co/jcACaMANLE • 🌹,1831,705,florida unfortunately,when i was like 8 i projected that i would have a kid and be married by 24 and im currently 5 months away from bei,0
Hellacious Caldwell,HellaCaldwell,Making games n shit | 18 | He/him | game dev | musician | artist | Cis white and Heterosexual but also LGBTQ+ rights are cool | Not a person.,459,332,"inside of Caldwell, my host.",MarshInk Sorry depression machine broke,0
🍂Lacy🍂,lacyduckie,Indie Author Enthusiast. Cat Lover. Rare TV Show Watcher.,681,792,books ~ multifandom ~ US,anxiety and depression will see you in court,0
Joe Seither,joeseither,"“History, I believe, furnishes no example of a priest-ridden people maintaining a free civil government."" –Thomas Jefferson",247,246,,SethCotlar The debasement of our system from top to bottom over the past 5 years is just stunning and depressing,0
techAU,techAU,"Technology, Gaming, Gadgets and Cars from Australia and around the world since 2006. - Jason Cartwright",5311,13789,"Wodonga, Australia",blockchainbob Definitely dont like it but we all like roads particularly the bendy ones my initial reaction w,0
caroline,carolinelandry_,sad music enthusiast / she/her / 20 / #blacklivesmatter,211,134,"Lynchburg, VA",we do be severely depressed and having no hope for anything,1
Jesus Christ 2020 #anti-christaphobia #repent,Ibenchaux,"Jesus is the way the truth and the life!
Uncomfortable discussions are more effective than false comfort.
No political affiliation.. only JESUS CHRIST",5,12,,highlordsix9 DianaHollins BBCLondonNews evolution happens by means of natural selection what is natural select,0
celine,helloimcc615,#EXO WE ARE ONE 사랑하자! I believe in EXO. I trust Chanyeol.,580,624,A confused zone,jayceexEXO Its either youre too happy and excited or too sad and depressed,1
Surah Hurah,HurahSurah,Your friendly neighborhood waste of space.,60,15,Death and despair ,Sometimes I forget Im diagnosed as an insomniac but I still feel weird people who just like to say they are cause,1
BLAKE 🚒,aerifiretruck,"💦NSFW/🔞💦 wlw artist/babe designer 🎨 | i draw porn, slime girl porn 🍒🍑 | 21, she/they, v gay 💖 | i have fibro, im always tired | 💸 coms: sketches only",392,3357,✉️ email: aerifiretruck@gmail,theheckinghck cant just walk to a random pharmacy and ask for prescription meds like that fibro depression,1
⟬⟭𝐜𝐥𝐨𝐮⁷ ᴮᴱ⟭⟬ periodt,plastiqueclou,-☆RTC/RHTC🥡he/him-#𝐏𝐋𝐀𝐓𝐈𝐍𝐔𝐌-💫-BI💀creme-14-✨artist-400 sparkle bombs#𝐛𝐚𝐥𝐞𝐧𝐜𝐢𝐚𝐠𝐚🛒stupid person 🖤dynamite📎💜🌙𝙨𝙚𝙚𝙨𝙖𝙬-,1376,493,✨lowkey bookworm📖,Emmarbx you know there was a time where i stood at the edge of the balcony and wondered would everyone be happi,1
We Support Sudarshan News,WakeUpHindu,"Don't forget while Gau, Gita, Ganga & the Saints will insulted, the God will continue show the devastating outbreak🔥🕉️  #JusticeForPalghar Stop UPSC Jihad",2344,2712,India,Republic TV reveals an sting Maharashtra minister Nawab Malik says Arnab Goswami will commit suicideIsnt a pre,0
clarry (clare) ✌,lord_moldywart,SJ 521-12016 ~ 23 ~ aussie 🇭🇲 ~ bi 🏳️‍🌈 ~  BLM✊ ~ jared padalecki & mackenzie davis stan,1015,410,san junipero she/her,My stomach wont let me eat today The level of anxiety and depression has completely taken over,1
opal // CORRUPTION ARC,opalartsy,☁️ yes I go by meow aswell now 🍥🛼 she/they/mew/nya🎀,427,1436,"Hopes Peak Academy, Tokyo",Anyways Im not feeling edgy depressed envy anymore,1
Some Black Guy,ThatNiggaEphy,"I write and talk about stuff.

DISCLAIMER:Sometimes i tweet nonsense",1734,5748,"Gaborone,Botswana",temmolai a policy of shooting to kill poachers is different from a shoot anything to kill moving in the darkthat,0
Quote bot,quotebotproject,"inspirational, Motivational, Spiritual & Romantic Poetry Blogs For A Unique Balance Of Mind▫️Body▫️Soul
Quote bot project.",1,62,canada,We live in a society bloated with data yet starved for wisdom Were connected 247 yet anxiety fear depression,0
kostya 🚨,knstnshfkv,"stan account | notices:
Ava Max 1x Blessed Madonna 1x",665,601,,hybmonsterrid Thats cool to hear I think Gaga and especially ARTPOP era raised in me sense of taste in culture,0
🌜vosq🌛 the clownie simp,vosq999,i play xerath and im small dick haver. | @vossywossy priv | header by one and only: @nami1trick :3,156,73,inner ring of hell,draincancer i was a ladies man in middleschool but it ended bcs i got depression in highschool,1
Funny COVID 19,CovidFunny,Funny Covid 19,15,2,,How to fight depression via YouTube,0
angel,todorokisshouto,19; she/her; intp. suffering in uni. currently into genshin impact and nijisanji.,247,221,🇮🇩,sobagakus im glad i still have so many pulls left but also wont it be twice as depressing if i dont get him later,1
Hyderabad weatherman,balaji25_t,Young weather enthusiast .Keen to learn about weather dynamics and weather forecasting. Giving weather updates of India (Mainly TS and AP) visit IMD for more.,41,437,"Dilsukhnagar, Hyderabad India ",No depression No LPA No strong trough too in north coast but still flooding rains Just the power of humidity and e,0
.~*Lizzie*~.,Lizane_17,"|| Roblox User: 777hteb || 17 || I like to tell myself I’m an artist || Uncertified Potato || Pfp by the amazing, talented @ParisxAes ||",83,94,,Alright thats enough homework for tonight Are you sad an easy way to help out is to get a furry friend Whe,0
Indus Xolkug,xolkug,"Xolkug | Commissions open | 
Editor for:  @INindus  |
 discord: Xolkug#9852 
Inquiries: @yourBoiFaTe
https://t.co/z5D6B7r8Xz…",300,350,,IvoryFNN yusi will block because u said stfudepression took me,0
David Tobar,daviddtobar,🇪🇨 WHY NOT ?? #RedSoxNation,75,67,"Rahway, NJ",VonnieVon ayiticheriee Thanks for letting me borrow your lambo the other day my girl loved the suicide doors,0
Jacob,Jacobionite,My pronoun is His Grace.,113,2,,aaronjmate I cant wait to hear all the progressives taking Gina Haspels side on this Has Trump considered making a PSA about suicide,0
🌹 Work To Unite,W2U,"United we stand, divided we fall. Learn to see other points of view, or be a fool, and play into your own demise.

🌹 #WorkToUnite under a #PeoplesParty",2676,3953,"Los Angeles, CA",Ekotte2279 Patients already diagnosed with attention deficit hyperactivity disorder bipolar disorder depression,1
P.angel,Pangel87699472,Fine ass FEM behind this twitta👅 🚨If you think you recognize me get the FUCK of my burna🚨 #sugarbaby,75,6033,,Idk if I masturbate for fun or because Im depressed like all my emotions feel the same GLOOMY Wtf never mind me get back to it yall,0
Mad John,BeMadJohn,"22yo
3d artist - Blender - Daz - Houdini",41,3,,IGN I hope he will not accept would be bad for his career The second movie already was bad and didnt do really,0
Logan 🏳️‍🌈 | 🍐 | MIAO | 🇺🇸 | 🇩🇪 | BLM,necronepi,🍭Logan🍭MAP🍭Children can't consent🍭Anti child sexual abuse🍭LG(B)(T)🍭Minor🍭Pro-ship🍭It/its🍭,115,114,,yesterday the suicide baiting was not far away,0
